nombre,apellido,partido,ciudad,bio,propuesta_electoral,tipos_eleccion,lista_electoral,territorio,region,eleccion,nro_lista,revision_apellido
Sandra America,Neira Espinoza,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 21,Del Biobio,Diputado,72,
Sergio,Marmie Ibarrondo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 3,De Antofagasta,Diputado,72,
Alexander Rodolfo,Rojas Villarroel,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 13,Metropolitana De Santiago,Diputado,73,
Camila Francesca,Doñas Vargas,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 6,De Valparaiso,Diputado,73,
Javier,Morales Morales,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 17,Del Maule,Diputado,73,
Jessie,Gonzalez Bugueño,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 3,De Antofagasta,Diputado,73,
Bonnie,Silva Villarroel,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 6,De Valparaiso,Diputado,74,
Erika Maribel,Lizama Fuentes,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 13,Metropolitana De Santiago,Diputado,74,
Pedro,Gubernatti Toro,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,74,
Ricardo Andres,Aviles Rubilar,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 11,Metropolitana De Santiago,Diputado,74,
Vilma De,Lourdes Esquivel Cespedes,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 3,De Antofagasta,Diputado,74,1
Andres,Sanchez Fredes,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 14,Metropolitana De Santiago,Diputado,75,
Blanca Esther,Currieco Soto,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 6,De Valparaiso,Diputado,75,
Cristopher Alexeis,Suarez Gonzalez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 11,Metropolitana De Santiago,Diputado,75,
Luis,Ramos Bustos,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 3,De Antofagasta,Diputado,75,
Marcela,Narvaez Zapata,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,75,
Nelson David,Alvarez Galleguillos,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 13,Metropolitana De Santiago,Diputado,75,
Elizabeth,Fuentes Bravo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 11,Metropolitana De Santiago,Diputado,76,
Jose Miguel,Latorre Ludueña,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,76,
Leticia Del,Carmen Zuñiga Silva,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 14,Metropolitana De Santiago,Diputado,76,1
Marcia Ximena,Marchant Farias,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 6,De Valparaiso,Diputado,76,
Noemi,Lapostol Jara,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 13,Metropolitana De Santiago,Diputado,76,
Carla Eugenia,Rubio Carrasco,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,77,
Cindy,Macias Toledo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 14,Metropolitana De Santiago,Diputado,77,
Cristian,Contreras Radovic,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 8,Metropolitana De Santiago,Diputado,77,
Ernesto Exequiel,Cortez Ulbrich,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 11,Metropolitana De Santiago,Diputado,77,
Ruby,Villalobos Aracena,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 6,De Valparaiso,Diputado,77,
Juan Anselmo,Melo Ramirez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 14,Metropolitana De Santiago,Diputado,78,
Leyla Massiel,Jara Lopez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 8,Metropolitana De Santiago,Diputado,78,
Luisa Elena,Caceres Miranda,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,78,
Marcela Ivonne,Caballero Reyes,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 11,Metropolitana De Santiago,Diputado,78,
Maricel,Donoso Acevedo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 11,Metropolitana De Santiago,Diputado,79,
Richard,Matta Parra,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 8,Metropolitana De Santiago,Diputado,79,
Rodrigo,Peñailillo Valenzuela,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 15,Del Libertador General Bernardo O'Higgins,Diputado,79,
Sergio Antonio,Palma Briones,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 14,Metropolitana De Santiago,Diputado,79,
Lucy,Muñoz Marticorena,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 8,Metropolitana De Santiago,Diputado,80,
Ricardo Andres,Silva Calcagno,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 11,Metropolitana De Santiago,Diputado,80,
Rogelio Alfredo,Urbina Leal,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 14,Metropolitana De Santiago,Diputado,80,
Tamara Alejandra,Ramirez Ramirez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 9,Metropolitana De Santiago,Diputado,80,
Andres Rigoberto,Caceres Bravo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 9,Metropolitana De Santiago,Diputado,81,
Jorge Andres,Meza Infante,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 14,Metropolitana De Santiago,Diputado,81,
Juan Marcelo,Valenzuela Henriquez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 7,De Valparaiso,Diputado,81,
Pamela,Jiles Moreno,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 12,Metropolitana De Santiago,Diputado,81,
Sandra Luz,Vergara Castro,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 8,Metropolitana De Santiago,Diputado,81,
Eileen Patricia,Urqueta Rojas,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 5,De Coquimbo,Diputado,82,
Felix Enrique,Molina Riquelme,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 8,Metropolitana De Santiago,Diputado,82,
Flor Rossany,Contreras Vivallo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 23,De La Araucania,Diputado,82,
Nicolas Eduardo,Farfan Vega,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 7,De Valparaiso,Diputado,82,
Pablo,Maltes Biskupovic,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 12,Metropolitana De Santiago,Diputado,82,
Pamela Del,Transito Amaro Araya,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 9,Metropolitana De Santiago,Diputado,82,1
Daniel,Godoy Lagos,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 19,De Ñuble,Diputado,83,
Francisco Javier,Lizana Donoso,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 9,Metropolitana De Santiago,Diputado,83,
Jacqueline Patricia,Alarcon Borquez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 8,Metropolitana De Santiago,Diputado,83,
Juan Carlos,Thenoux Ciudad,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 5,De Coquimbo,Diputado,83,
Orlando Christian,Machefert Inostroza,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 23,De La Araucania,Diputado,83,
Vanessa,Ferrer Radovich,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 7,De Valparaiso,Diputado,83,
Zandra,Parisi Fernandez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 12,Metropolitana De Santiago,Diputado,83,
Andres,Henriquez Riquelme,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 8,Metropolitana De Santiago,Diputado,84,
Cesar Abraham,Suay Jerez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 9,Metropolitana De Santiago,Diputado,84,
Cristian Aliro,Muñoz Garrido,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 23,De La Araucania,Diputado,84,
Guillermo,Escobar Arriagada,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 7,De Valparaiso,Diputado,84,
Jeniffer Carolina,Salazar Zuñiga,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 19,De Ñuble,Diputado,84,
Luis Eduardo,Molina Castillo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 12,Metropolitana De Santiago,Diputado,84,
Maricel Andrea,Tapia Salgueiro,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 5,De Coquimbo,Diputado,84,
Francisco Javier,Nuñez Rencoret,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 5,De Coquimbo,Diputado,85,
Hector,Guzman Vasquez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 19,De Ñuble,Diputado,85,
Hernan Gonzalo,Coñoman Lepiman,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 23,De La Araucania,Diputado,85,
Leonardo Javier,Maturana Vergara,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 12,Metropolitana De Santiago,Diputado,85,
Maria Soledad,Liempan Apeleo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 9,Metropolitana De Santiago,Diputado,85,
Patricio Antonio,Briones Moller,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 20,Del Biobio,Diputado,85,
Veronica,Rojas Arenas,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 7,De Valparaiso,Diputado,85,
Carolina Andrea,Venegas Aranda,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 20,Del Biobio,Diputado,86,
Caroll Salome,Meyer Meyer,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 7,De Valparaiso,Diputado,86,
Crescencio Alberto,Lopez Perez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 9,Metropolitana De Santiago,Diputado,86,
Fernanda Cristina,Nuñez Araos,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 5,De Coquimbo,Diputado,86,
Hernan Jonathan,Alvarez Vargas,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 12,Metropolitana De Santiago,Diputado,86,
Ignacio,Luengo Quijada,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 19,De Ñuble,Diputado,86,
Robinson Dario,Illanes Acuña,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 23,De La Araucania,Diputado,86,
Christopher Elias,Yañez Leal,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 9,Metropolitana De Santiago,Diputado,87,
Hugo Antonio,Soto Becerra,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 20,Del Biobio,Diputado,87,
Jessica Lorena,Antilef Lincolao,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 23,De La Araucania,Diputado,87,
Jorge Marcelo,Chavez Arevalo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 12,Metropolitana De Santiago,Diputado,87,
Juan Salvador,Saul Dabed Tozo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 5,De Coquimbo,Diputado,87,1
Mariela,Espinoza Navarrete,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 19,De Ñuble,Diputado,87,
Natalia Vanessa,Navarro Alday,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 7,De Valparaiso,Diputado,87,
Cliff,Henriquez Retamal,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 19,De Ñuble,Diputado,88,
Jorge Franklin,Dunstan Pavez,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 5,De Coquimbo,Diputado,88,
Maria Delia,Yañez Barrera,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 23,De La Araucania,Diputado,88,
Mariella Andrea,Gonzalez Hidalgo,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 20,Del Biobio,Diputado,88,
Americo Arlin,Muñoz Beltran,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 23,De La Araucania,Diputado,89,
Luis,Zuñiga Montt,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 20,Del Biobio,Diputado,89,
Marcela Andrea,Gonzalez Zarate,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 20,Del Biobio,Diputado,90,
Bernardo Orlando,Ulloa Pereira,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 20,Del Biobio,Diputado,91,
Francisca Mariana,Zenteno Araos,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 20,Del Biobio,Diputado,92,
Juliette Cristina,Villalobos Cares,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 20,Del Biobio,Diputado,93,
Karen,Osorio Muñoz,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 10,Metropolitana De Santiago,Diputado,95,
Gianny,Contenla Ojeda,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 10,Metropolitana De Santiago,Diputado,96,
Alejandra,Jara Quiroz,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 10,Metropolitana De Santiago,Diputado,97,
Andrea Del,Pilar Herrera Cachaña,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 10,Metropolitana De Santiago,Diputado,98,1
Barbara,Molina Silva,De la Gente,,,,Diputados 2025,I. Partido de la Gente,Distrito 10,Metropolitana De Santiago,Diputado,99,
Victor Hugo,Figueroa Rebolledo,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 20,Del Biobio,Diputado,100,
Andrea De,La Barra Manriquez,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 20,Del Biobio,Diputado,101,1
Jorge,Alessandri Vergara,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 10,Metropolitana De Santiago,Diputado,104,
Macarena,Zarhi Cordero,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 10,Metropolitana De Santiago,Diputado,105,
Maria Jesus,Schwerter Cabezas,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 10,Metropolitana De Santiago,Diputado,106,
Juan Pablo,Saez Rey,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 10,Metropolitana De Santiago,Diputado,107,
Vicente,Almonacid Heyl,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 10,Metropolitana De Santiago,Diputado,108,
Sandra,Solimano Latorre,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 10,Metropolitana De Santiago,Diputado,109,
Maria Luisa,Cordero Velasquez,Independiente Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 10,Metropolitana De Santiago,Diputado,110,
Johanna,Olivares Gribbell,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 10,Metropolitana De Santiago,Diputado,111,
Francisco,Orrego Gutierrez,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 10,Metropolitana De Santiago,Diputado,112,
Rafael,Prohens Espinosa,Renovación Nacional,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 4,De Atacama,Senador,16,
Giovanni,Calderon Bassi,Independiente Evolución Política,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 4,De Atacama,Senador,17,
Luz,Ebensperger Orrego,Unión Demócrata Independiente,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 2,De Tarapaca,Senador,18,
Nicolas,Noman Garrido,Unión Demócrata Independiente,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 4,De Atacama,Senador,18,
Jose Pilo,Durana Semir,Unión Demócrata Independiente,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 1,De Arica Y Parinacota,Senador,19,
Lucrecia,Mena Acosta,Renovación Nacional,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 2,De Tarapaca,Senador,19,
Enrique,Lee Flores,Independiente Demócratas Chile,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 1,De Arica Y Parinacota,Senador,20,
Jorge,Zavala Valenzuela,Demócratas Chile,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 2,De Tarapaca,Senador,20,
Sandra,Zapata Velasquez,Independiente Renovación Nacional,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 1,De Arica Y Parinacota,Senador,21,
Henry,Leal Bizama,Unión Demócrata Independiente,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 11,De La Araucania,Senador,23,
Jorge Andres,Luchsinger Mackay,Independiente Unión Demócrata Independiente,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 11,De La Araucania,Senador,24,
Andres,Longton Herrera,Renovación Nacional,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 6,De Valparaiso,Senador,25,
Carola,Elgueta Fernandez,Independiente Demócratas Chile,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 11,De La Araucania,Senador,25,
Camila,Flores Oporto,Renovación Nacional,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 6,De Valparaiso,Senador,26,
Patricia,Lagos Meier,Independiente Demócratas Chile,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 11,De La Araucania,Senador,26,
Daniel,Verdessi Belemmi,Demócratas Chile,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 6,De Valparaiso,Senador,27,
Jorge,Rathgeb Schifferli,Renovación Nacional,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 11,De La Araucania,Senador,27,
Miguel,Becker Alvear,Renovación Nacional,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 11,De La Araucania,Senador,28,
Monserrat,Alessandri Spencer,Demócratas Chile,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 6,De Valparaiso,Senador,28,
Ian,Mac-Niven Carlsson,Independiente Demócratas Chile,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 9,Del Maule,Senador,29,
Maria Paz,Santelices Cañas,Independiente Unión Demócrata Independiente,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 6,De Valparaiso,Senador,29,
Hugo,Rey Martinez,Renovación Nacional,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 9,Del Maule,Senador,30,
Maria Jose,Hoffmann Opazo,Unión Demócrata Independiente,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 6,De Valparaiso,Senador,30,
Andrea,Balladares Letelier,Renovación Nacional,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 9,Del Maule,Senador,31,
Patricia,Labra Besserer,Independiente Unión Demócrata Independiente,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 9,Del Maule,Senador,32,
Juan Antonio,Coloma Alamos,Unión Demócrata Independiente,,,,Senadores 2025,J. Chile Grande y Unido,Circunscripción Senatorial 9,Del Maule,Senador,33,
Ricardo,Hernandez Cremaschi,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 28,De Magallanes Y De La Antartica Chilena,Diputado,59,
Jenniffer,Rojas Garcia,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 28,De Magallanes Y De La Antartica Chilena,Diputado,60,
Marcia,Raphael Mora,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 27,De Aysen Del General Carlos Ibañez Del Campo,Diputado,60,
Alejandra,Valdebenito Torres,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 27,De Aysen Del General Carlos Ibañez Del Campo,Diputado,61,
Graciela,Andrade Pacheco,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 28,De Magallanes Y De La Antartica Chilena,Diputado,61,
Christian,Matheson Villan,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 28,De Magallanes Y De La Antartica Chilena,Diputado,62,
Guillermo,Perez Pacheco,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 27,De Aysen Del General Carlos Ibañez Del Campo,Diputado,62,
Ximena,Naranjo Pinto,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 2,De Tarapaca,Diputado,62,
Geoconda,Navarrete Arratia,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 27,De Aysen Del General Carlos Ibañez Del Campo,Diputado,63,
Vittorio,Canessa Morales,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 2,De Tarapaca,Diputado,63,
Ivan,Jimenez Correa,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 2,De Tarapaca,Diputado,64,
Ramon,Galleguillos Castillo,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 2,De Tarapaca,Diputado,65,
Carla,Morales Maldonado,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,66,
Daniel,Lilayu Vivanco,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 25,De Los Lagos,Diputado,66,
Gustavo,Benavente Vergara,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 18,Del Maule,Diputado,66,
Gaston Von,Muhlenbrock Zamora,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 24,De Los Rios,Diputado,67,1
Humberto,Garcia Diaz,Independiente Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,67,
Paula,Retamal Urrutia,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 18,Del Maule,Diputado,67,
Ramon,Bahamonde Cea,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 25,De Los Lagos,Diputado,67,
Gladys,Gonzalez Alvarez,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 18,Del Maule,Diputado,68,
Ignacio,Mori Perez,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,68,
Lorena,Leichtle Bertin,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 25,De Los Lagos,Diputado,68,
Mauro,Gonzalez Villarroel,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 26,De Los Lagos,Diputado,68,
Omar,Sabat Guzman,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 24,De Los Rios,Diputado,68,
Ann,Hunter Gutierrez,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 24,De Los Rios,Diputado,69,
Juan Carlos,Chinga Palma,Independiente Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 1,De Arica Y Parinacota,Diputado,69,
Juan Eduardo,Vera Sanhueza,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 26,De Los Lagos,Diputado,69,
Matias,Domeyko Prieto,Independiente Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 25,De Los Lagos,Diputado,69,
Ricardo,Neumann Bertin,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,69,
Rodrigo,Ramirez Parra,Independiente Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 18,Del Maule,Diputado,69,
Eduardo,Cornejo Lagos,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 16,Del Libertador General Bernardo O'Higgins,Diputado,70,
Juanclaudio,Garcia Filun,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 25,De Los Lagos,Diputado,70,
Karina,Silva Fernandez,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 24,De Los Rios,Diputado,70,
Loreto,Kemp Oyarzun,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 26,De Los Lagos,Diputado,70,
Macarena San,Martin Freire,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 18,Del Maule,Diputado,70,1
Sebastian,Huerta Gonzalez,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 1,De Arica Y Parinacota,Diputado,70,
Alejandro,Caroca Marazzi,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 26,De Los Lagos,Diputado,71,
Aracely,Berrios Gajardo,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 1,De Arica Y Parinacota,Diputado,71,
Sylvia,Yunge Wulf,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 24,De Los Rios,Diputado,71,
Daniel,Valenzuela Salazar,Independiente Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 24,De Los Rios,Diputado,72,
Juan Carlos,Beltran Silva,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 22,De La Araucania,Diputado,72,
Katerine,Montealegre Navarro,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 26,De Los Lagos,Diputado,72,
Maximiliano,Barrionuevo Garcia,Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 4,De Atacama,Diputado,72,
Carla,Guaita Carrizo,Independiente Renovación Nacional,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 4,De Atacama,Diputado,73,
Eduardo,Cretton Rebolledo,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 22,De La Araucania,Diputado,73,
Fernando,Borquez Montecinos,Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 26,De Los Lagos,Diputado,73,
Joanna,Perez Olea,Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 21,Del Biobio,Diputado,73,
Elizabeth,Marican Rivas,Independiente Demócratas Chile,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 21,Del Biobio,Diputado,74,
Jorge,Guzman Zepeda,Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 17,Del Maule,Diputado,74,
Tania,Borcosky Ramirez,Independiente Unión Demócrata Independiente,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 4,De Atacama,Diputado,74,
Victor,Manoli Nazal,Independiente Evolución Política,,,,Diputados 2025,J. Chile Grande y Unido,Distrito 22,De La Araucania,Diputado,74,
