eleccion,nro_lista,candidato,region,territorio,lista,partido,gano
Senador,20,Jorge Zavala Valenzuela,De Tarapaca,Circunscripción Senatorial 2,J. Chile Grande y Unido,Demócratas Chile,NO
Senador,21,Sandra Zapata Velasquez,De Arica Y Parinacota,Circunscripción Senatorial 1,J. Chile Grande y Unido,Independiente Renovación Nacional,NO
Senador,23,Henry Leal Bizama,De La Araucania,Circunscripción Senatorial 11,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Senador,24,Jorge Andres Luchsinger Mackay,De La Araucania,Circunscripción Senatorial 11,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Senador,25,Andres Longton Herrera,De Valparaiso,Circunscripción Senatorial 6,J. Chile Grande y Unido,Renovación Nacional,NO
Senador,25,Carola Elgueta Fernandez,De La Araucania,Circunscripción Senatorial 11,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Senador,26,Camila Flores Oporto,De Valparaiso,Circunscripción Senatorial 6,J. Chile Grande y Unido,Renovación Nacional,NO
Senador,26,Patricia Lagos Meier,De La Araucania,Circunscripción Senatorial 11,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Senador,27,Daniel Verdessi Belemmi,De Valparaiso,Circunscripción Senatorial 6,J. Chile Grande y Unido,Demócratas Chile,NO
Senador,27,Jorge Rathgeb Schifferli,De La Araucania,Circunscripción Senatorial 11,J. Chile Grande y Unido,Renovación Nacional,NO
Senador,28,Miguel Becker Alvear,De La Araucania,Circunscripción Senatorial 11,J. Chile Grande y Unido,Renovación Nacional,NO
Senador,28,Monserrat Alessandri Spencer,De Valparaiso,Circunscripción Senatorial 6,J. Chile Grande y Unido,Demócratas Chile,NO
Senador,29,Ian Mac-Niven Carlsson,Del Maule,Circunscripción Senatorial 9,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Senador,29,Maria Paz Santelices Cañas,De Valparaiso,Circunscripción Senatorial 6,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Senador,30,Hugo Rey Martinez,Del Maule,Circunscripción Senatorial 9,J. Chile Grande y Unido,Renovación Nacional,NO
Senador,30,Maria Jose Hoffmann Opazo,De Valparaiso,Circunscripción Senatorial 6,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Senador,31,Andrea Balladares Letelier,Del Maule,Circunscripción Senatorial 9,J. Chile Grande y Unido,Renovación Nacional,NO
Senador,32,Patricia Labra Besserer,Del Maule,Circunscripción Senatorial 9,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Senador,33,Juan Antonio Coloma Alamos,Del Maule,Circunscripción Senatorial 9,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,59,Ricardo Hernandez Cremaschi,De Magallanes Y De La Antartica Chilena,Distrito 28,J. Chile Grande y Unido,Evolución Política,NO
Diputado,60,Jenniffer Rojas Garcia,De Magallanes Y De La Antartica Chilena,Distrito 28,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,60,Marcia Raphael Mora,De Aysen Del General Carlos Ibañez Del Campo,Distrito 27,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,61,Alejandra Valdebenito Torres,De Aysen Del General Carlos Ibañez Del Campo,Distrito 27,J. Chile Grande y Unido,Unión Demócrata Independiente,SI
Diputado,61,Graciela Andrade Pacheco,De Magallanes Y De La Antartica Chilena,Distrito 28,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,62,Christian Matheson Villan,De Magallanes Y De La Antartica Chilena,Distrito 28,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,62,Guillermo Perez Pacheco,De Aysen Del General Carlos Ibañez Del Campo,Distrito 27,J. Chile Grande y Unido,Demócratas Chile,NO
Diputado,62,Ximena Naranjo Pinto,De Tarapaca,Distrito 2,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,SI
Diputado,63,Geoconda Navarrete Arratia,De Aysen Del General Carlos Ibañez Del Campo,Distrito 27,J. Chile Grande y Unido,Evolución Política,NO
Diputado,63,Vittorio Canessa Morales,De Tarapaca,Distrito 2,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,64,Ivan Jimenez Correa,De Tarapaca,Distrito 2,J. Chile Grande y Unido,Demócratas Chile,NO
Diputado,65,Ramon Galleguillos Castillo,De Tarapaca,Distrito 2,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,66,Carla Morales Maldonado,Del Libertador General Bernardo O'Higgins,Distrito 16,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,66,Daniel Lilayu Vivanco,De Los Lagos,Distrito 25,J. Chile Grande y Unido,Unión Demócrata Independiente,SI
Diputado,66,Gustavo Benavente Vergara,Del Maule,Distrito 18,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,67,Gaston Von Muhlenbrock Zamora,De Los Rios,Distrito 24,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,67,Humberto Garcia Diaz,Del Libertador General Bernardo O'Higgins,Distrito 16,J. Chile Grande y Unido,Independiente Renovación Nacional,NO
Diputado,67,Paula Retamal Urrutia,Del Maule,Distrito 18,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,67,Ramon Bahamonde Cea,De Los Lagos,Distrito 25,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,68,Gladys Gonzalez Alvarez,Del Maule,Distrito 18,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,68,Ignacio Mori Perez,Del Libertador General Bernardo O'Higgins,Distrito 16,J. Chile Grande y Unido,Evolución Política,NO
Diputado,68,Lorena Leichtle Bertin,De Los Lagos,Distrito 25,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,68,Mauro Gonzalez Villarroel,De Los Lagos,Distrito 26,J. Chile Grande y Unido,Renovación Nacional,SI
Diputado,68,Omar Sabat Guzman,De Los Rios,Distrito 24,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,SI
Diputado,69,Ann Hunter Gutierrez,De Los Rios,Distrito 24,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,69,Juan Carlos Chinga Palma,De Arica Y Parinacota,Distrito 1,J. Chile Grande y Unido,Independiente Renovación Nacional,NO
Diputado,69,Juan Eduardo Vera Sanhueza,De Los Lagos,Distrito 26,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,69,Matias Domeyko Prieto,De Los Lagos,Distrito 25,J. Chile Grande y Unido,Independiente Renovación Nacional,NO
Diputado,69,Ricardo Neumann Bertin,Del Libertador General Bernardo O'Higgins,Distrito 16,J. Chile Grande y Unido,Unión Demócrata Independiente,SI
Diputado,69,Rodrigo Ramirez Parra,Del Maule,Distrito 18,J. Chile Grande y Unido,Independiente Renovación Nacional,SI
Diputado,70,Eduardo Cornejo Lagos,Del Libertador General Bernardo O'Higgins,Distrito 16,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,70,Juanclaudio Garcia Filun,De Los Lagos,Distrito 25,J. Chile Grande y Unido,Evolución Política,NO
Diputado,70,Karina Silva Fernandez,De Los Rios,Distrito 24,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,70,Loreto Kemp Oyarzun,De Los Lagos,Distrito 26,J. Chile Grande y Unido,Evolución Política,NO
Diputado,70,Macarena San Martin Freire,Del Maule,Distrito 18,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,70,Sebastian Huerta Gonzalez,De Arica Y Parinacota,Distrito 1,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,71,Alejandro Caroca Marazzi,De Los Lagos,Distrito 26,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,71,Aracely Berrios Gajardo,De Arica Y Parinacota,Distrito 1,J. Chile Grande y Unido,Evolución Política,NO
Diputado,71,Sylvia Yunge Wulf,De Los Rios,Distrito 24,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,72,Daniel Valenzuela Salazar,De Los Rios,Distrito 24,J. Chile Grande y Unido,Independiente Renovación Nacional,SI
Diputado,72,Juan Carlos Beltran Silva,De La Araucania,Distrito 22,J. Chile Grande y Unido,Renovación Nacional,SI
Diputado,72,Katerine Montealegre Navarro,De Los Lagos,Distrito 26,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,72,Maximiliano Barrionuevo Garcia,De Atacama,Distrito 4,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,73,Carla Guaita Carrizo,De Atacama,Distrito 4,J. Chile Grande y Unido,Independiente Renovación Nacional,NO
Diputado,73,Eduardo Cretton Rebolledo,De La Araucania,Distrito 22,J. Chile Grande y Unido,Unión Demócrata Independiente,SI
Diputado,73,Fernando Borquez Montecinos,De Los Lagos,Distrito 26,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,73,Joanna Perez Olea,Del Biobio,Distrito 21,J. Chile Grande y Unido,Demócratas Chile,SI
Diputado,74,Elizabeth Marican Rivas,Del Biobio,Distrito 21,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,74,Jorge Guzman Zepeda,Del Maule,Distrito 17,J. Chile Grande y Unido,Evolución Política,SI
Diputado,74,Tania Borcosky Ramirez,De Atacama,Distrito 4,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,74,Victor Manoli Nazal,De La Araucania,Distrito 22,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,75,Barbara Kast Sommerhoff,Del Biobio,Distrito 21,J. Chile Grande y Unido,Evolución Política,NO
Diputado,75,Claudia Urrutia Marquez,Del Maule,Distrito 17,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,75,Jorge Saffirio Espinoza,De La Araucania,Distrito 22,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,75,Kyle Campbell Campbell,De Atacama,Distrito 4,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,76,Ariel Amigo Vidal,Del Maule,Distrito 17,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,76,Jorge Contreras Blumel,Del Biobio,Distrito 21,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,76,Jose Miguel Castro Bascuñan,De Antofagasta,Distrito 3,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,76,Nayaret Oviedo Alvarez,De Atacama,Distrito 4,J. Chile Grande y Unido,Evolución Política,NO
Diputado,77,Baldemar Higueras Vivar,Del Maule,Distrito 17,J. Chile Grande y Unido,Independiente Renovación Nacional,NO
Diputado,77,Daniela Castro Araya,De Antofagasta,Distrito 3,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,77,Eduardo Duran Salinas,Metropolitana De Santiago,Distrito 13,J. Chile Grande y Unido,Renovación Nacional,SI
Diputado,77,Guillermo Cofre Muñoz,De Atacama,Distrito 4,J. Chile Grande y Unido,Evolución Política,NO
Diputado,77,Mario Gierke Quevedo,Del Biobio,Distrito 21,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,78,Carolina Latorre Cruz,De Antofagasta,Distrito 3,J. Chile Grande y Unido,Demócratas Chile,NO
Diputado,78,Flor Weisse Novoa,Del Biobio,Distrito 21,J. Chile Grande y Unido,Unión Demócrata Independiente,SI
Diputado,78,Isabel Ubal Faundez,Del Maule,Distrito 17,J. Chile Grande y Unido,Demócratas Chile,NO
Diputado,78,Luis Pardo Sainz,De Valparaiso,Distrito 6,J. Chile Grande y Unido,Renovación Nacional,SI
Diputado,78,Susan Atuan Salcedo,Metropolitana De Santiago,Distrito 13,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,79,Carolina Torres Pirazzoli,Del Maule,Distrito 17,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,79,Jose Luis Veliz Veliz,De Antofagasta,Distrito 3,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,79,Macarena Venegas Tassara,Metropolitana De Santiago,Distrito 13,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,79,Percy Marin Vera,De Valparaiso,Distrito 6,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,80,Daniel Coronado Coronado,Metropolitana De Santiago,Distrito 13,J. Chile Grande y Unido,Evolución Política,NO
Diputado,80,Danilo Quiroz Crovetto,De Valparaiso,Distrito 6,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,80,Felipe Donoso Castro,Del Maule,Distrito 17,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,80,Jorge Olivares Puentes,De Antofagasta,Distrito 3,J. Chile Grande y Unido,Evolución Política,NO
Diputado,80,Patricio Laguna Gebauer,Del Libertador General Bernardo O'Higgins,Distrito 15,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,81,Carolina Julio Latorre,De Valparaiso,Distrito 6,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,81,Claudia Lange Farias,Metropolitana De Santiago,Distrito 13,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,81,Francisco Undurraga Gazitua,Metropolitana De Santiago,Distrito 11,J. Chile Grande y Unido,Evolución Política,NO
Diputado,81,Lennin Arroyo Vega,Del Libertador General Bernardo O'Higgins,Distrito 15,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,81,Yantiel Calderon Valenzuela,De Antofagasta,Distrito 3,J. Chile Grande y Unido,Evolución Política,NO
Diputado,82,Cristhian Moreira Barros,Metropolitana De Santiago,Distrito 13,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,82,Emiliano Orueta Bustos,Del Libertador General Bernardo O'Higgins,Distrito 15,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,82,Jaime Coloma Alamos,Metropolitana De Santiago,Distrito 14,J. Chile Grande y Unido,Unión Demócrata Independiente,SI
Diputado,82,Jordan Guajardo Vicencio,De Valparaiso,Distrito 6,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,82,Macarena Cornejo Fuentes,Metropolitana De Santiago,Distrito 11,J. Chile Grande y Unido,Evolución Política,NO
Diputado,83,Christian Gomez Diaz,Metropolitana De Santiago,Distrito 14,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,83,Diego Schalper Sepulveda,Metropolitana De Santiago,Distrito 11,J. Chile Grande y Unido,Renovación Nacional,SI
Diputado,83,Javier Crasemann Alfonso,De Valparaiso,Distrito 6,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,83,Juan De Dios Valdivieso Tagle,Del Libertador General Bernardo O'Higgins,Distrito 15,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,84,Catalina Otero Perez,De Valparaiso,Distrito 6,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,84,Claudia Castro Gutierrez,Metropolitana De Santiago,Distrito 14,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,84,Claudia Mora Vega,Metropolitana De Santiago,Distrito 11,J. Chile Grande y Unido,Renovación Nacional,SI
Diputado,84,Pia Margarit Bahamonde,Del Libertador General Bernardo O'Higgins,Distrito 15,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,85,Alejandra Novoa Sandoval,Metropolitana De Santiago,Distrito 14,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,85,Jorge Galdames Horostica,Metropolitana De Santiago,Distrito 8,J. Chile Grande y Unido,Demócratas Chile,NO
Diputado,85,Natalia Romero Talguia,Del Libertador General Bernardo O'Higgins,Distrito 15,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,SI
Diputado,85,Percy Carter Morong,Metropolitana De Santiago,Distrito 11,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,85,Viviana Nuñez Carrasco,De Valparaiso,Distrito 6,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,86,Carlos Ward Edwards,Metropolitana De Santiago,Distrito 11,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,86,Gonzalo Egas Pourailly,Metropolitana De Santiago,Distrito 8,J. Chile Grande y Unido,Demócratas Chile,NO
Diputado,86,Pablo Mira Hurtado,Metropolitana De Santiago,Distrito 14,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,87,Constanza Hube Portus,Metropolitana De Santiago,Distrito 11,J. Chile Grande y Unido,Unión Demócrata Independiente,SI
Diputado,87,Elizabeth Carrasco Urrutia,Metropolitana De Santiago,Distrito 8,J. Chile Grande y Unido,Demócratas Chile,NO
Diputado,87,Pablo Herrera Rogers,Metropolitana De Santiago,Distrito 14,J. Chile Grande y Unido,Independiente Renovación Nacional,NO
Diputado,88,Andres Celis Montt,De Valparaiso,Distrito 7,J. Chile Grande y Unido,Renovación Nacional,SI
Diputado,88,Guillermo Ramirez Diez,Metropolitana De Santiago,Distrito 9,J. Chile Grande y Unido,Unión Demócrata Independiente,SI
Diputado,88,Rosa Oyarce Suazo,Metropolitana De Santiago,Distrito 8,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,88,Trinidad Biggs Montaner,Metropolitana De Santiago,Distrito 14,J. Chile Grande y Unido,Evolución Política,NO
Diputado,88,Ximena Ossandon Irarrazabal,Metropolitana De Santiago,Distrito 12,J. Chile Grande y Unido,Renovación Nacional,SI
Diputado,89,Cesar Vega Lazo,Metropolitana De Santiago,Distrito 8,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,89,Cristobal Martinez Ramirez,De Ñuble,Distrito 19,J. Chile Grande y Unido,Unión Demócrata Independiente,SI
Diputado,89,Jose Miguel Gonzalez Zapata,Metropolitana De Santiago,Distrito 9,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,89,Marco Antonio Sulantay Olivares,De Coquimbo,Distrito 5,J. Chile Grande y Unido,Unión Demócrata Independiente,SI
Diputado,89,Paola Romero Llanos,Metropolitana De Santiago,Distrito 12,J. Chile Grande y Unido,Independiente Renovación Nacional,NO
Diputado,89,Samira Chahuan Akle,De Valparaiso,Distrito 7,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,90,Erika Olivera De La Fuente,Metropolitana De Santiago,Distrito 9,J. Chile Grande y Unido,Demócratas Chile,NO
Diputado,90,Hugo Estrella Muñoz,Metropolitana De Santiago,Distrito 12,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,90,Juan Manuel Fuenzalida Cobo,De Coquimbo,Distrito 5,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,90,Leopoldo Moreno Contardo,De Valparaiso,Distrito 7,J. Chile Grande y Unido,Independiente Renovación Nacional,NO
Diputado,90,Marta Bravo Salinas,De Ñuble,Distrito 19,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,90,Nataly Ortuzar Mendez,Metropolitana De Santiago,Distrito 8,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,90,Tomas Kast Sommerhoff,De La Araucania,Distrito 23,J. Chile Grande y Unido,Evolución Política,SI
Diputado,91,Carlos Mondaca Matzner,De Valparaiso,Distrito 7,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,91,Claudia Salas Melinao,De La Araucania,Distrito 23,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,91,Frank Sauerbaum Muñoz,De Ñuble,Distrito 19,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,91,Giannina Gonzalez Michea,De Coquimbo,Distrito 5,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,91,Paz Ortuzar Fuenzalida,Metropolitana De Santiago,Distrito 12,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,91,Sebastian Keitel Rondon,Metropolitana De Santiago,Distrito 8,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,91,Veronica Montecinos Ortiz,Metropolitana De Santiago,Distrito 9,J. Chile Grande y Unido,Demócratas Chile,NO
Diputado,92,Aldo Duque Santos,Metropolitana De Santiago,Distrito 9,J. Chile Grande y Unido,Independiente Renovación Nacional,NO
Diputado,92,Beatriz Lagos Campos,Metropolitana De Santiago,Distrito 8,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,92,Carlos Chandia Alarcon,De Ñuble,Distrito 19,J. Chile Grande y Unido,Renovación Nacional,SI
Diputado,92,Claudia Rasso Socias,Metropolitana De Santiago,Distrito 12,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,NO
Diputado,92,Ignacia Gomez Martinez,De La Araucania,Distrito 23,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,92,Jorge Garces Rojas,De Valparaiso,Distrito 7,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,92,Roberto Vega Campusano,De Coquimbo,Distrito 5,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,93,Anibal Pinto Ferrada,Metropolitana De Santiago,Distrito 12,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,93,Axel Gonzalez Manquein,De La Araucania,Distrito 23,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,93,Maria Elena Barco Sanchez,Metropolitana De Santiago,Distrito 9,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,93,Mario Olavarria Rodriguez,Metropolitana De Santiago,Distrito 8,J. Chile Grande y Unido,Unión Demócrata Independiente,SI
Diputado,93,Marlen Olivari Mayer,De Valparaiso,Distrito 7,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,93,Patricio Caamaño Viveros,De Ñuble,Distrito 19,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,93,Rosetta Paris Avalos,De Coquimbo,Distrito 5,J. Chile Grande y Unido,Evolución Política,NO
Diputado,94,Felipe Vidal Cuevas,Metropolitana De Santiago,Distrito 9,J. Chile Grande y Unido,Independiente Evolución Política,NO
Diputado,94,Genoveva Sepulveda Venegas,De La Araucania,Distrito 23,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,94,Johana Concha Ortiz,Metropolitana De Santiago,Distrito 12,J. Chile Grande y Unido,Demócratas Chile,NO
Diputado,94,Jorge Castro Muñoz,De Valparaiso,Distrito 7,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,94,Jorge Sabag Villalobos,De Ñuble,Distrito 19,J. Chile Grande y Unido,Independiente Demócratas Chile,NO
Diputado,94,Rodrigo Orrego Galvez,De Coquimbo,Distrito 5,J. Chile Grande y Unido,Evolución Política,NO
Diputado,94,Sergio Bobadilla Muñoz,Del Biobio,Distrito 20,J. Chile Grande y Unido,Unión Demócrata Independiente,SI
Diputado,95,Francisco Martinez Rivera,De Coquimbo,Distrito 5,J. Chile Grande y Unido,Demócratas Chile,NO
Diputado,95,German Vergara Lagos,De La Araucania,Distrito 23,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,95,Jonathan Barrera Guajardo,Metropolitana De Santiago,Distrito 12,J. Chile Grande y Unido,Demócratas Chile,NO
Diputado,95,Juan Manuel Santa Cruz Campaña,Metropolitana De Santiago,Distrito 9,J. Chile Grande y Unido,Evolución Política,NO
Diputado,95,Macarena Urenda Salamanca,De Valparaiso,Distrito 7,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,95,Marlene Perez Cartes,Del Biobio,Distrito 20,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,SI
Diputado,96,Henry Campos Coa,Del Biobio,Distrito 20,J. Chile Grande y Unido,Unión Demócrata Independiente,NO
Diputado,96,Hotuiti Teao Drago,De Valparaiso,Distrito 7,J. Chile Grande y Unido,Independiente Unión Demócrata Independiente,SI
Diputado,96,Rene Manuel Garcia Garcia,De La Araucania,Distrito 23,J. Chile Grande y Unido,Renovación Nacional,SI
Diputado,96,Victor Pino Fuentes,De Coquimbo,Distrito 5,J. Chile Grande y Unido,Demócratas Chile,NO
Diputado,97,Luciano Silva Mora,Del Biobio,Distrito 20,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,97,Pedro Duran Sanhueza,De La Araucania,Distrito 23,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,98,Robert Contreras Reyes,Del Biobio,Distrito 20,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,99,Mirtha Encina Ovalle,Del Biobio,Distrito 20,J. Chile Grande y Unido,Renovación Nacional,NO
Diputado,100,Anita Escobar Gattas,Metropolitana De Santiago,Distrito 8,K. Cambio por Chile,Independiente Nacional Libertario,NO
Diputado,100,Claudia Stambuk Mardones,De La Araucania,Distrito 23,K. Cambio por Chile,Nacional Libertario,NO
Diputado,100,Erich Grohs Marin,De Coquimbo,Distrito 5,K. Cambio por Chile,Nacional Libertario,SI
Diputado,100,Freddy Blanc Sperberg,De Ñuble,Distrito 19,K. Cambio por Chile,Nacional Libertario,NO
Diputado,100,Margarita Garrido Acevedo,Metropolitana De Santiago,Distrito 9,K. Cambio por Chile,Nacional Libertario,NO
Diputado,100,Maria Isabel Saez Vila,Metropolitana De Santiago,Distrito 12,K. Cambio por Chile,Nacional Libertario,NO
Diputado,100,Sebastian Zamora Soto,De Valparaiso,Distrito 7,K. Cambio por Chile,Independiente Republicano de Chile,SI
Diputado,101,Andres Arce Bustos,Metropolitana De Santiago,Distrito 12,K. Cambio por Chile,Nacional Libertario,NO
Diputado,101,Claudia Pichulman Cuadra,De La Araucania,Distrito 23,K. Cambio por Chile,Nacional Libertario,NO
Diputado,101,Constanza Peña Contreras,De Coquimbo,Distrito 5,K. Cambio por Chile,Nacional Libertario,NO
Diputado,101,Jaime Morales Otarola,De Valparaiso,Distrito 7,K. Cambio por Chile,Independiente Nacional Libertario,NO
Diputado,101,Juan Carlos Gomez Escobar,Metropolitana De Santiago,Distrito 8,K. Cambio por Chile,Nacional Libertario,NO
Diputado,101,Valeska Oyarce Peña,Metropolitana De Santiago,Distrito 9,K. Cambio por Chile,Social Cristiano,NO
Diputado,102,Alberto Seguel Mena,Metropolitana De Santiago,Distrito 9,K. Cambio por Chile,Social Cristiano,NO
Diputado,102,Macarena Santelices Cañas,Metropolitana De Santiago,Distrito 12,K. Cambio por Chile,Republicano de Chile,SI
Diputado,102,Maria Soledad Robles Espinosa,De Coquimbo,Distrito 5,K. Cambio por Chile,Nacional Libertario,NO
Diputado,102,Pedro Schwedelbach Puga,De Valparaiso,Distrito 7,K. Cambio por Chile,Nacional Libertario,NO
Diputado,102,Pier Karlezi Hazleby,Metropolitana De Santiago,Distrito 8,K. Cambio por Chile,Nacional Libertario,SI
Diputado,102,Rodolfo Valenzuela Pardo,De La Araucania,Distrito 23,K. Cambio por Chile,Nacional Libertario,NO
Diputado,103,Alejandra Carrasco Perez,De Valparaiso,Distrito 7,K. Cambio por Chile,Nacional Libertario,NO
Diputado,103,Alvaro Carter Fernandez,Metropolitana De Santiago,Distrito 12,K. Cambio por Chile,Republicano de Chile,SI
Diputado,103,Carolina Garate Vergara,Metropolitana De Santiago,Distrito 9,K. Cambio por Chile,Social Cristiano,NO
Diputado,103,Francesca Muñoz Gonzalez,Del Biobio,Distrito 20,K. Cambio por Chile,Social Cristiano,SI
Diputado,103,Miguel Sanzana Villablanca,De La Araucania,Distrito 23,K. Cambio por Chile,Social Cristiano,NO
Diputado,103,Veronica Pizarro Garcia,De Coquimbo,Distrito 5,K. Cambio por Chile,Republicano de Chile,NO
Diputado,104,Barbara Vera Sepulveda,De Valparaiso,Distrito 7,K. Cambio por Chile,Social Cristiano,NO
Diputado,104,Jose Bravo Burgos,De La Araucania,Distrito 23,K. Cambio por Chile,Independiente Social Cristiano,NO
Diputado,104,Pamela Rishmague Buzzo,De Coquimbo,Distrito 5,K. Cambio por Chile,Republicano de Chile,NO
Diputado,104,Roberto Arroyo Muñoz,Del Biobio,Distrito 20,K. Cambio por Chile,Social Cristiano,SI
